,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation,meta_region
29630,Q1028885,Christian Friedrich Franckenstein,re_german_world,German world,1621.0,historian,europe
22169,Q1403350,Felix Bidembach,re_german_world,German world,1564.0,theologian,europe
7000,Q459721,Ambrosius Pape,re_german_world,German world,1553.0,theologian,europe
13832,Q110461,Johann Christoph von Dreyhaupt,re_german_world,German world,1699.0,historian,europe
8537,Q55134368,Johann Caspar Santoroc,re_german_world,German world,1682.0,philosopher,europe
21292,Q20180473,Georg Limnäus,re_german_world,German world,1554.0,astronomer | mathematician,europe
16441,Q55194122,Lukas Gernler,re_german_world,German world,1625.0,theologian,europe
23464,Q112980,Andreas Angelus,re_german_world,German world,1561.0,historian,europe
29370,Q1316917,Johannes Freder,re_german_world,German world,1510.0,theologian,europe
16988,Q20980023,Ordo Stenmel,re_german_world,German world,1470.0,theologian,europe
6965,Q94830075,Johann Heinrich Hagelgans,re_german_world,German world,1606.0,historian,europe
6829,Q1698456,Johannes Stricker,re_german_world,German world,1540.0,theologian,europe
9544,Q2424380,Thomas Grynaeus,re_german_world,German world,1512.0,theologian,europe
6991,Q15429467,Henricus Stero,re_german_world,German world,1300.0,historian,europe
23001,Q115851,Theodore Bibliander,re_german_world,German world,1500.0,theologian | linguist,europe
16506,Q104134,Johann Daniel Herrnschmidt,re_german_world,German world,1675.0,theologian,europe
25400,Q2284944,Sigmund Christian Gmelin,re_german_world,German world,1679.0,theologian,europe
20539,Q104054,Georg Johannes Conradi,re_german_world,German world,1679.0,theologian,europe
9924,Q77288,Ehrenfried Walther von Tschirnhaus,re_german_world,German world,1651.0,philosopher | physicist | mathematician,europe
15320,Q100505,Johann Christian Nehring,re_german_world,German world,1671.0,theologian,europe
12642,Q55676964,Johann Ulrich Frommann,re_german_world,German world,1669.0,theologian,europe
17857,Q51076470,Jodocus Eichmann,re_german_world,German world,1420.0,theologian,europe
13138,Q55123895,Tobias Eisler,re_german_world,German world,1683.0,theologian,europe
18128,Q2078748,Peter Ulner,re_german_world,German world,1523.0,theologian,europe
28935,Q919119,Sebastian Castellio,re_german_world,German world,1515.0,theologian,europe
11017,Q1533913,Werner Teschenmacher,re_german_world,German world,1590.0,theologian,europe
22068,Q85894,Henry of Kalkar,re_german_world,German world,1328.0,theologian,europe
5429,Q15855383,Zacharias Schäffer,re_german_world,German world,1572.0,historian,europe
26976,Q64780753,Tilman Limperger,re_german_world,German world,1455.0,theologian,europe
29055,Q1693978,Johann Georg Ullmann,re_german_world,German world,1695.0,geographer,europe
25291,Q1444652,Johannes Crocius,re_german_world,German world,1590.0,theologian,europe
11416,Q110214547,August Hermann Lucanus,re_german_world,German world,1691.0,historian,europe
4945,Q111682,Martin Eisengrein,re_german_world,German world,1535.0,theologian,europe
10792,Q123660,Johann Bauhin,re_german_world,German world,1541.0,botanist,europe
16309,Q55675572,Matthäus Heinrich Eggerdes,re_german_world,German world,1678.0,theologian,europe
10334,Q23562190,Eberhard Friedrich Hiemer,re_german_world,German world,1682.0,theologian,europe
26096,Q94852579,Georg Caesius,re_german_world,German world,1543.0,astronomer,europe
8398,Q1697531,Johann Förster,re_german_world,German world,1576.0,theologian,europe
24609,Q57654591,Bartholomaeus Coppen,re_german_world,German world,1565.0,theologian,europe
7699,Q16269751,Niklaus von Flüe,re_german_world,German world,1598.0,theologian,europe
18651,Q1692655,Johann Bellin,re_german_world,German world,1618.0,linguist,europe
13581,Q94869971,Johann Caspar Müller,re_german_world,German world,1670.0,theologian,europe
14105,Q1161585,Daniel Lipstorp,re_german_world,German world,1631.0,astronomer,europe
23365,Q18224179,Georg Ludwig Stäbenhaber,re_german_world,German world,1640.0,geographer,europe
6275,Q55133258,Marcus Maria Struggl,re_german_world,German world,1700.0,theologian,europe
17663,Q95678,Johann Christoph Wichmannshausen,re_german_world,German world,1663.0,linguist | philosopher,europe
8020,Q1566638,Johannes Gelenius,re_german_world,German world,1585.0,historian,europe
4890,Q895373,Bovo II.,re_german_world,German world,900.0,theologian,europe
7522,Q62754,Jakob Andreae,re_german_world,German world,1528.0,theologian,europe
19710,Q1511922,Gerhard Kleinsorgen,re_german_world,German world,1530.0,historian,europe
22880,Q809310,Bartholome Bischoffsberger,re_german_world,German world,1623.0,historian,europe
